wid,name,_riskflags,ASPIriskrating,_majordefenselabs,_defresearchareas,_subsidiaries,_ecoespmiscon,_supervisingagency,opensanctionsid,_uskta,type,flaggedby,reason,subreason,tid
124,CHINESE TELECOM CORP. YIDU LI PING OPERATING DEPARTMENT OF,,,,,,,,,,,jackcookripper,1260h,,421431519
125,CHINESE TELECOM CORP. YIDU SONG MOUNTAIN OPERATING DEPARTMENT OF,,,,,,,,,,,jackcookripper,1260h,,421431510
165,CHINESE TELECOM CORP. CHANGSHU YANGTZE RIVER ROAD BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898914
126,CHINESE TELECOM CORP. BAOYING HUANGPU BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898604
143,CHINESE TELECOM CORP. CHANGSHU LOTUS ROOT CANAL BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836778
127,CHINESE TELECOM CORP. BAOYING HUANG CHENG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836642
128,CHINESE TELECOM CORP. BAOYING WANG STRAIGHT PORT BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836640
154,CHINESE TELECOM CORP. CHANGSHU XINGANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836768
129,CHINESE TELECOM CORP. BAOYING BALANCE BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836639
144,CHINESE TELECOM CORP. OFTEN SKILLED TANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836777
130,CHINESE TELECOM CORP. BAOYING BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836638
131,CHINESE TELECOM CORP. BAOYING UNDER SHED BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836637
132,"CHINA TELECOM CO., LTD. CHANGZHOU YAOGUAN BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,270836747
145,CHINESE TELECOM CORP. CHANGSHU FUKUYAMA BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836776
133,CHINESE TELECOM CORP. ZHANGJIAGANG TELECOM BUILDING BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329899059
134,CHINESE TELECOM CORP. ZHANGJIAGANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836886
161,CHINESE TELECOM CORP. CHANGSHU WEEK FOR BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836762
135,CHINESE TELECOM CORP. DANGYANG CHEN HOSPITAL OPERATING DEPARTMENT OF,,,,,,,,,,,jackcookripper,1260h,,421431566
146,CHINESE TELECOM CORP. CHANGSHU JANE DOOR BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836774
136,"CHINA TELECOMMUNICATIONS CO., LTD. DANGYANG FOOT EAST BUSINESS MINISTRY",,,,,,,,,,,jackcookripper,1260h,,421431564
137,CHINESE TELECOM CORP. DANGYANG WANG DIAN OPERATING DEPARTMENT OF,,,,,,,,,,,jackcookripper,1260h,,421431561
155,CHINESE TELECOM CORP. CHANGSHU TONG BRANCH BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836767
138,CHINESE TELECOM CORP. WHEN YANG RIVER SOLUBLE OPERATING DEPARTMENT OF,,,,,,,,,,,jackcookripper,1260h,,421431559
147,CHINESE TELECOM CORP. CHANGSHU WANG ZHUANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898911
139,CHINESE TELECOM CORP. DANGYANG HALF MOON OPERATING DEPARTMENT OF,,,,,,,,,,,jackcookripper,1260h,,421431557
140,CHINESE TELECOM CORP. DANGTU BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836897
141,CHINESE TELECOM CORP. JIANHU BRANCH,,,,,,,,,,,jackcookripper,1260h,,329899021
148,CHINESE TELECOM CORP. CHANGSHU LAKE YUAN BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836773
149,CHINESE TELECOM CORP. CHANGSHU MIAO SPRING BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836772
156,CHINESE TELECOM CORP. CHANGSHU MALL DR BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836766
150,CHINESE TELECOM CORP. CHANGSHU SEA YU BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898910
151,CHINESE TELECOM CORP. CHANGSHU XIE BRIDGE BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836779
152,CHINESE TELECOM CORP. CHANGSHU HU PU BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836771
157,CHINESE TELECOM CORP. CHANGSHU NEWSPAPER TZU CHI NORTH ROAD BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836765
153,CHINESE TELECOM CORP. CHANGSHU TOWER STREET BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836769
162,CHINESE TELECOM CORP. CHANGSHU SHAJIABANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836770
158,CHINESE TELECOM CORP. CHANGSHU ZHANG QIAO BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836764
159,CHINESE TELECOM CORP. CHANGSHU RIGHTEOUSNESS BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836763
168,CHINESE TELECOM CORP. PINGLI WIDE BUDDHA BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,421431541
160,CHINESE TELECOM CORP. CHANGSHU TANG CITY BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898909
163,CHINESE TELECOM CORP. CHANGSHU WU CITY BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836761
166,CHINESE TELECOM CORP. PINGLI WEI RU BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,421431543
164,CHINESE TELECOM CORP. CHANGSHU DAXINZHUANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836780
170,CHINESE TELECOM CORP. PINGLI EIGHT IMMORTALS BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,421431539
167,CHINESE TELECOM CORP. PINGLI LUOHE BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,421431542
169,CHINESE TELECOM CORP. PINGLI BIG EXPENSIVE BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,421431540
171,CHINESE TELECOM CORP. CHANGSHU GULI BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898908
172,CHINESE TELECOM CORP. CHANGSHU COUNTY SOUTH STREET BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898907
173,CHINESE TELECOM CORP. CHANGSHU CROSS ROAD BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836760
174,"CHINA TELECOM CO., LTD. DINGCHENG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836755
175,CHINESE TELECOM CORP. CHANGDE LUSHAN BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836754
176,CHINESE TELECOM CORP. CHANGDE TRAIN STATION BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836753
177,CHINESE TELECOM CORP. CHANGDE CENTER BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836751
1301,YOU XIN INVESTMENT LIMITED,,,,,,,,,,,jackcookripper,1260h,,138503217
178,CHINESE TELECOM CORP. CHANGZHOU MING HUANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836750
179,CHINESE TELECOM CORP. CHANGZHOU SNOW WEIR BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836748
180,CHINESE TELECOM CORP. CHANGDE DAN DELTA BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836752
199,"CHINA TELECOMMUNICATIONS CO., LTD. PINGTAN AUSTRALIA BEFORE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,270836794
181,CHINESE TELECOM CORP. CHANGSHU BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836759
182,CHINESE TELECOM CORP. CHANGSHU XINGLONG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,329898905
220,CHINESE TELECOM CORP. BO BAISHA BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431384
183,"CHINA T E L E C O M M U N I C A T I O N S CO., LTD. CHANGSHU WHY MARKET BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,270836758
200,CHINESE TELECOM CORP. PINGCHANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836786
184,CHINESE TELECOM CORP. CHANGSHU REN YANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836757
185,CHINESE TELECOM CORP. CHANGSHU EAST ZHANG BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,270836756
212,CHINESE TELECOM CORP. GULIN BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836365
186,"CHINA TELECOM CO., LTD. PINGSHUN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836816
201,CHINESE TELECOM CORP. PINGTAN SU AO BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836795
187,CHINESE TELECOM CORP. QINGYANG SOUTH STREET BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,329899005
188,"CHINA TELECOM CO., LTD. GUANGZHOU LIWAN DISTRICT BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836840
189,"CHINA TELECOM CO., LTD. GUANGZHOU HUADU DISTRICT BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836839
202,CHINESE TELECOM CORP. PINGYANG MONEY WAREHOUSE BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836810
190,"CHINA TELECOM CO., LTD. GUANGZHOU BAIYUN DISTRICT BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836838
191,CHINESE TELECOM CORP. GUANGZHOU PANYU DISTRICT BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836837
192,"CHINA TELECOM CO., LTD. GUANGZHOU HAIZHU DISTRICT BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836836
203,CHINESE TELECOM CORP. PINGYANG ZHENG FLOOR BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836809
193,CHINESE TELECOM CORP. PINGYIN BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836814
194,CHINESE TELECOM CORP. PINGTAN WATER BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836793
213,CHINESE TELECOM CORP. GUTIAN BRANCH,,,,,,,,,,,jackcookripper,1260h,,270836364
195,CHINESE TELECOM CORP. PINGTAN AODONG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836792
204,"CHINA TELECOM CO., LTD. PINGYANG MEIXI BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,270836806
196,CHINESE TELECOM CORP. PINGTAN PLAIN BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270836791
197,"CHINA TELECOM CO., LTD. PINGTAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270836790
198,"CHINA TELECOMMUNICATIONS CO., LTD. PINGTAN CHINA BUILDING BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,270836789
