tid,topicid,topicname,subfieldid,subfieldname,fieldid,fieldname,domainid,domainname
36,https://openalex.org/T12202,nanoparticles nucleation surface interactions,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences
9,https://openalex.org/T10107,Ferroelectric and Piezoelectric Materials,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
3,https://openalex.org/T10952,PI3K/AKT/mTOR signaling in cancer,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
18,https://openalex.org/T10096,Metal-Organic Frameworks: Synthesis and Applications,https://openalex.org/subfields/1604,Inorganic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
655,https://openalex.org/T11804,Quantum many-body systems,https://openalex.org/subfields/3107,"Atomic and Molecular Physics, and Optics",https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
42,https://openalex.org/T14318,Polydiacetylene-based materials and applications,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
38,https://openalex.org/T11315,Phase-change materials and chalcogenides,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
33,https://openalex.org/T12557,Inorganic Chemistry and Materials,https://openalex.org/subfields/1604,Inorganic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
2,https://openalex.org/T10417,Lung Cancer Treatments and Mutations,https://openalex.org/subfields/2740,Pulmonary and Respiratory Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
12,https://openalex.org/T11996,Random lasers and scattering media,https://openalex.org/subfields/3102,Acoustics and Ultrasonics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
5,https://openalex.org/T11143,High Entropy Alloys Studies,https://openalex.org/subfields/2210,Mechanical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
44,https://openalex.org/T10037,Physics of Superconductivity and Magnetism,https://openalex.org/subfields/3104,Condensed Matter Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
45,https://openalex.org/T10666,Photonic Crystals and Applications,https://openalex.org/subfields/3107,"Atomic and Molecular Physics, and Optics",https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
48,https://openalex.org/T12149,Nanocluster Synthesis and Applications,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
47,https://openalex.org/T10262,Microwave Engineering and Waveguides,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
25,https://openalex.org/T10502,Advanced Memory and Neural Computing,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
84,https://openalex.org/T10377,Metal and Thin Film Mechanics,https://openalex.org/subfields/2211,Mechanics of Materials,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
51,https://openalex.org/T10590,Chalcogenide Semiconductor Thin Films,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
88,https://openalex.org/T10099,GaN-based semiconductor devices and materials,https://openalex.org/subfields/3104,Condensed Matter Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
91,https://openalex.org/T12505,Peptidase Inhibition and Analysis,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
63,https://openalex.org/T10981,Cytomegalovirus and herpesvirus research,https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
54,https://openalex.org/T11240,Luminescence and Fluorescent Materials,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
15,https://openalex.org/T11682,Advanced Condensed Matter Physics,https://openalex.org/subfields/3104,Condensed Matter Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
74,https://openalex.org/T11486,Micro and Nano Robotics,https://openalex.org/subfields/3104,Condensed Matter Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
52,https://openalex.org/T11298,Synthesis and Properties of Aromatic Compounds,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
89,https://openalex.org/T10649,Multiple Myeloma Research and Treatments,https://openalex.org/subfields/2720,Hematology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
656,https://openalex.org/T10859,Polymer Surface Interaction Studies,https://openalex.org/subfields/2508,"Surfaces, Coatings and Films",https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
75,https://openalex.org/T11737,Advanced Materials and Mechanics,https://openalex.org/subfields/2210,Mechanical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
70,https://openalex.org/T10474,Material Dynamics and Properties,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
64,https://openalex.org/T10299,Photonic and Optical Devices,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
658,https://openalex.org/T11050,Photorefractive and Nonlinear Optics,https://openalex.org/subfields/3107,"Atomic and Molecular Physics, and Optics",https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
60,https://openalex.org/T12677,Sports Dynamics and Biomechanics,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
11,https://openalex.org/T12611,Neural Networks and Reservoir Computing,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
58,https://openalex.org/T11228,Bat Biology and Ecology Studies,https://openalex.org/subfields/1105,"Ecology, Evolution, Behavior and Systematics",https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
73,https://openalex.org/T10276,Helicobacter pylori-related gastroenterology studies,https://openalex.org/subfields/2746,Surgery,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
49,https://openalex.org/T11279,Lanthanide and Transition Metal Complexes,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
55,https://openalex.org/T10382,Quantum and electron transport phenomena,https://openalex.org/subfields/3107,"Atomic and Molecular Physics, and Optics",https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
78,https://openalex.org/T12065,Hippo pathway signaling and YAP/TAZ,https://openalex.org/subfields/1307,Cell Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
61,https://openalex.org/T10725,RNA Interference and Gene Delivery,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
67,https://openalex.org/T10570,Drug Transport and Resistance Mechanisms,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
68,https://openalex.org/T12229,Pharmacological Effects and Toxicity Studies,https://openalex.org/subfields/2735,"Pediatrics, Perinatology and Child Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
81,https://openalex.org/T11597,"Neutrophil, Myeloperoxidase and Oxidative Mechanisms",https://openalex.org/subfields/2403,Immunology,https://openalex.org/fields/24,Immunology and Microbiology,https://openalex.org/domains/1,Life Sciences
82,https://openalex.org/T13768,Oral and gingival health research,https://openalex.org/subfields/3611,Pharmacy,https://openalex.org/fields/36,Health Professions,https://openalex.org/domains/4,Health Sciences
76,https://openalex.org/T10543,Prostate Cancer Treatment and Research,https://openalex.org/subfields/2740,Pulmonary and Respiratory Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
120,https://openalex.org/T10207,Advanced biosensing and bioanalysis techniques,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
115,https://openalex.org/T10407,Lipid Membrane Structure and Behavior,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
131,https://openalex.org/T11948,Machine Learning in Materials Science,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
128,https://openalex.org/T11342,Carbon and Quantum Dots Applications,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
653,https://openalex.org/T10030,Electrocatalysts for Energy Conversion,https://openalex.org/subfields/2105,"Renewable Energy, Sustainability and the Environment",https://openalex.org/fields/21,Energy,https://openalex.org/domains/3,Physical Sciences
99,https://openalex.org/T10368,Dental Health and Care Utilization,https://openalex.org/subfields/3506,Periodontics,https://openalex.org/fields/35,Dentistry,https://openalex.org/domains/4,Health Sciences
137,https://openalex.org/T10114,"Balance, Gait, and Falls Prevention",https://openalex.org/subfields/3612,"Physical Therapy, Sports Therapy and Rehabilitation",https://openalex.org/fields/36,Health Professions,https://openalex.org/domains/4,Health Sciences
119,https://openalex.org/T10612,Magnetism in coordination complexes,https://openalex.org/subfields/2504,"Electronic, Optical and Magnetic Materials",https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
94,https://openalex.org/T13695,"Aging, Elder Care, and Social Issues",https://openalex.org/subfields/3600,General Health Professions,https://openalex.org/fields/36,Health Professions,https://openalex.org/domains/4,Health Sciences
125,https://openalex.org/T12646,Inorganic Fluorides and Related Compounds,https://openalex.org/subfields/1604,Inorganic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
98,https://openalex.org/T11969,Fluoride Effects and Removal,https://openalex.org/subfields/2312,Water Science and Technology,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
104,https://openalex.org/T10645,Cardiac Arrest and Resuscitation,https://openalex.org/subfields/2711,Emergency Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
113,https://openalex.org/T11651,Inhalation and Respiratory Drug Delivery,https://openalex.org/subfields/2740,Pulmonary and Respiratory Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
132,https://openalex.org/T10158,Cancer Immunotherapy and Biomarkers,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
121,https://openalex.org/T10532,Molecular Sensors and Ion Detection,https://openalex.org/subfields/1607,Spectroscopy,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
138,https://openalex.org/T10784,Muscle activation and electromyography studies,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
135,https://openalex.org/T10631,"Cancer, Hypoxia, and Metabolism",https://openalex.org/subfields/1306,Cancer Research,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
130,https://openalex.org/T11324,Spectroscopy Techniques in Biomedical and Chemical Research,https://openalex.org/subfields/1304,Biophysics,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
103,https://openalex.org/T10706,Traumatic Brain Injury and Neurovascular Disturbances,https://openalex.org/subfields/2728,Neurology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
110,https://openalex.org/T11915,Pickering emulsions and particle stabilization,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
105,https://openalex.org/T10887,Bioinformatics and Genomic Networks,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
101,https://openalex.org/T11712,Intergenerational Family Dynamics and Caregiving,https://openalex.org/subfields/3312,Sociology and Political Science,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences
134,https://openalex.org/T10336,Cancer Cells and Metastasis,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
129,https://openalex.org/T12850,Field-Flow Fractionation Techniques,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
107,https://openalex.org/T10465,Neurobiology of Language and Bilingualism,https://openalex.org/subfields/2805,Cognitive Neuroscience,https://openalex.org/fields/28,Neuroscience,https://openalex.org/domains/1,Life Sciences
111,https://openalex.org/T10721,Surfactants and Colloidal Systems,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
124,https://openalex.org/T12613,X-ray Diffraction in Crystallography,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
139,https://openalex.org/T11023,Prosthetics and Rehabilitation Robotics,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
118,https://openalex.org/T10886,Multiferroics and related materials,https://openalex.org/subfields/2504,"Electronic, Optical and Magnetic Materials",https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
150,https://openalex.org/T12066,Obesity and Health Practices,https://openalex.org/subfields/3611,Pharmacy,https://openalex.org/fields/36,Health Professions,https://openalex.org/domains/4,Health Sciences
182,https://openalex.org/T11221,Bone health and treatments,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
161,https://openalex.org/T10727,Ultrasound Imaging and Elastography,https://openalex.org/subfields/2741,"Radiology, Nuclear Medicine and Imaging",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
144,https://openalex.org/T13505,Apelin-related biomedical research,https://openalex.org/subfields/2736,Pharmacology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
162,https://openalex.org/T12994,Infrared Thermography in Medicine,https://openalex.org/subfields/2741,"Radiology, Nuclear Medicine and Imaging",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
180,https://openalex.org/T11103,Antimicrobial Peptides and Activities,https://openalex.org/subfields/2404,Microbiology,https://openalex.org/fields/24,Immunology and Microbiology,https://openalex.org/domains/1,Life Sciences
165,https://openalex.org/T10583,Cancer-related Molecular Pathways,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
149,https://openalex.org/T11888,Gender Roles and Identity Studies,https://openalex.org/subfields/3318,Gender Studies,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences
164,https://openalex.org/T11970,Molecular Biology Techniques and Applications,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
174,https://openalex.org/T10862,AI in cancer detection,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1392,https://openalex.org/T11135,Virology and Viral Diseases,https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
154,https://openalex.org/T10409,Fuel Cells and Related Materials,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
178,https://openalex.org/T12254,Machine Learning in Bioinformatics,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
171,https://openalex.org/T11307,Domain Adaptation and Few-Shot Learning,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
147,https://openalex.org/T10144,Blood Pressure and Hypertension Studies,https://openalex.org/subfields/2705,Cardiology and Cardiovascular Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
173,https://openalex.org/T11809,Advanced NMR Techniques and Applications,https://openalex.org/subfields/1607,Spectroscopy,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
176,https://openalex.org/T10580,Immunotherapy and Immune Responses,https://openalex.org/subfields/2403,Immunology,https://openalex.org/fields/24,Immunology and Microbiology,https://openalex.org/domains/1,Life Sciences
177,https://openalex.org/T10619,Esophageal Cancer Research and Treatment,https://openalex.org/subfields/2746,Surgery,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
170,https://openalex.org/T12552,Fetal and Pediatric Neurological Disorders,https://openalex.org/subfields/2735,"Pediatrics, Perinatology and Child Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
167,https://openalex.org/T10562,Total Knee Arthroplasty Outcomes,https://openalex.org/subfields/2746,Surgery,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
148,https://openalex.org/T10263,Eating Disorders and Behaviors,https://openalex.org/subfields/3203,Clinical Psychology,https://openalex.org/fields/32,Psychology,https://openalex.org/domains/2,Social Sciences
146,https://openalex.org/T11184,Neonatal and fetal brain pathology,https://openalex.org/subfields/2735,"Pediatrics, Perinatology and Child Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
183,https://openalex.org/T11077,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,https://openalex.org/subfields/1311,Genetics,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
159,https://openalex.org/T10429,EEG and Brain-Computer Interfaces,https://openalex.org/subfields/2805,Cognitive Neuroscience,https://openalex.org/fields/28,Neuroscience,https://openalex.org/domains/1,Life Sciences
1397,https://openalex.org/T11780,Rabies epidemiology and control,https://openalex.org/subfields/2406,Virology,https://openalex.org/fields/24,Immunology and Microbiology,https://openalex.org/domains/1,Life Sciences
168,https://openalex.org/T11293,Orthopedic Infections and Treatments,https://openalex.org/subfields/2746,Surgery,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
181,https://openalex.org/T11395,Radiopharmaceutical Chemistry and Applications,https://openalex.org/subfields/2741,"Radiology, Nuclear Medicine and Imaging",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
193,https://openalex.org/T11065,Insect Pest Control Strategies,https://openalex.org/subfields/1110,Plant Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
215,https://openalex.org/T11992,CCD and CMOS Imaging Sensors,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
218,https://openalex.org/T10181,Natural Language Processing Techniques,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
202,https://openalex.org/T11206,Model Reduction and Neural Networks,https://openalex.org/subfields/3109,Statistical and Nonlinear Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
214,https://openalex.org/T10036,Advanced Neural Network Applications,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
212,https://openalex.org/T11130,Coding theory and cryptography,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
203,https://openalex.org/T10339,Advanced Numerical Methods in Computational Mathematics,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
185,https://openalex.org/T11333,Climate change and permafrost,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences
186,https://openalex.org/T10644,Cryospheric studies and observations,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences
229,https://openalex.org/T10052,Medical Image Segmentation Techniques,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
200,https://openalex.org/T11231,Microbial Fuel Cells and Bioremediation,https://openalex.org/subfields/2305,Environmental Engineering,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
198,https://openalex.org/T10478,Diamond and Carbon-based Materials Research,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
217,https://openalex.org/T10028,Topic Modeling,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
191,https://openalex.org/T11641,Insect and Pesticide Research,https://openalex.org/subfields/1109,Insect Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
220,https://openalex.org/T11807,Infrastructure Resilience and Vulnerability Analysis,https://openalex.org/subfields/2205,Civil and Structural Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
228,https://openalex.org/T11181,Advanced Data Storage Technologies,https://openalex.org/subfields/1705,Computer Networks and Communications,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
224,https://openalex.org/T10822,Acoustic Wave Phenomena Research,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
208,https://openalex.org/T11393,Biosensors and Analytical Detection,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
184,https://openalex.org/T11146,Hormonal and reproductive studies,https://openalex.org/subfields/2712,"Endocrinology, Diabetes and Metabolism",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
205,https://openalex.org/T11450,Model-Driven Software Engineering Techniques,https://openalex.org/subfields/1712,Software,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
195,https://openalex.org/T10325,Astro and Planetary Science,https://openalex.org/subfields/3103,Astronomy and Astrophysics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
223,https://openalex.org/T11017,Chaos-based Image/Signal Encryption,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
188,https://openalex.org/T11978,Soil Mechanics and Vehicle Dynamics,https://openalex.org/subfields/2205,Civil and Structural Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
227,https://openalex.org/T10237,Cryptography and Data Security,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
197,https://openalex.org/T12046,MXene and MAX Phase Materials,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
663,https://openalex.org/T11686,Dendrimers and Hyperbranched Polymers,https://openalex.org/subfields/2507,Polymers and Plastics,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
194,https://openalex.org/T10406,Planetary Science and Exploration,https://openalex.org/subfields/3103,Astronomy and Astrophysics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
221,https://openalex.org/T12158,Guidance and Control Systems,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
250,https://openalex.org/T10332,Amphibian and Reptile Biology,https://openalex.org/subfields/2306,Global and Planetary Change,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
243,https://openalex.org/T11057,Cardiac Ischemia and Reperfusion,https://openalex.org/subfields/2734,Pathology and Forensic Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
237,https://openalex.org/T11415,Noncommutative and Quantum Gravity Theories,https://openalex.org/subfields/3109,Statistical and Nonlinear Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
262,https://openalex.org/T11751,Lattice Boltzmann Simulation Studies,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
